course_id,raw_output,categories
7620,"{""categories"": [""dinner""]}",['dinner']
7623,"{""categories"": []}",[]
7632,"{""categories"": [""lunch""]}",['lunch']
7652,"{""categories"": [""dinner""]}",['dinner']
7667,"{""categories"": [""dinner""]}",['dinner']
7668,"{""categories"": [""dinner""]}",['dinner']
7669,"{""categories"": [""lunch""]}",['lunch']
7679,"{""categories"": [""dinner""]}",['dinner']
7682,"{""categories"": [""dinner""]}",['dinner']
7700,"{""categories"": [""dinner""]}",['dinner']
7703,"{""categories"": [""dinner""]}",['dinner']
7704,"{""categories"": [""dinner""]}",['dinner']
7706,"{""categories"": [""lunch""]}",['lunch']
7713,"{""categories"": [""dinner""]}",['dinner']
7714,"{""categories"": []}",[]
7717,"{""categories"": [""lunch""]}",['lunch']
7719,"{""categories"": [""dinner""]}",['dinner']
7722,"{""categories"": []}",[]
7734,"{""categories"": []}",[]
7736,"{""categories"": [""dinner""]}",['dinner']
7741,"{""categories"": [""dinner""]}",['dinner']
7745,"{""categories"": [""dinner""]}",['dinner']
7749,"{""categories"": [""dinner""]}",['dinner']
7757,"{""categories"": [""dinner""]}",['dinner']
7758,"{""categories"": [""lunch""]}",['lunch']
7763,"{""categories"": [""lunch""]}",['lunch']
7766,"{""categories"": [""dinner""]}",['dinner']
7778,"{""categories"": [""breakfast""]}",['breakfast']
7781,"{""categories"": [""breakfast""]}",['breakfast']
7792,"{""categories"": [""lunch""]}",['lunch']
7793,"{""categories"": [""dinner""]}",['dinner']
7798,"{""categories"": []}",[]
7807,"{""categories"": []}",[]
7808,"{""categories"": [""dinner""]}",['dinner']
7818,"{""categories"": [""lunch""]}",['lunch']
7824,"{""categories"": [""dinner""]}",['dinner']
7832,"{""categories"": [""dinner""]}",['dinner']
7856,"{""categories"": [""lunch""]}",['lunch']
7864,"{""categories"": [""dinner""]}",['dinner']
7866,"{""categories"": [""dinner""]}",['dinner']
7868,"{""categories"": [""breakfast""]}",['breakfast']
7869,"{""categories"": [""dinner""]}",['dinner']
7875,"{""categories"": [""dinner""]}",['dinner']
7878,"{""categories"": [""breakfast""]}",['breakfast']
7883,"{""categories"": [""lunch""]}",['lunch']
7891,"{""categories"": [""dinner""]}",['dinner']
7903,"{""categories"": []}",[]
7915,"{""categories"": [""lunch""]}",['lunch']
7918,"{""categories"": [""dinner""]}",['dinner']
7922,"{""categories"": [""breakfast""]}",['breakfast']
7926,"{""categories"": [""lunch""]}",['lunch']
7927,"{""categories"": [""lunch""]}",['lunch']
7930,"{""categories"": []}",[]
7934,"{""categories"": [""dinner""]}",['dinner']
7938,"{""categories"": [""dinner""]}",['dinner']
7958,"{""categories"": [""breakfast""]}",['breakfast']
7965,"{""categories"": [""dinner""]}",['dinner']
7968,"{""categories"": [""lunch""]}",['lunch']
7969,"{""categories"": [""dinner""]}",['dinner']
7985,"{""categories"": [""breakfast""]}",['breakfast']
7987,"{""categories"": [""dinner""]}",['dinner']
7990,"{""categories"": [""dinner""]}",['dinner']
7992,"{""categories"": [""dinner""]}",['dinner']
7994,"{""categories"": [""dinner""]}",['dinner']
7995,"{""categories"": [""lunch""]}",['lunch']
7997,"{""categories"": [""dinner""]}",['dinner']
7998,"{""categories"": [""dinner""]}",['dinner']
8019,"{""categories"": [""dinner""]}",['dinner']
8024,"{""categories"": [""dinner""]}",['dinner']
8025,"{""categories"": [""dinner""]}",['dinner']
8029,"{""categories"": [""dinner""]}",['dinner']
8030,"{""categories"": [""dinner""]}",['dinner']
8031,"{""categories"": [""breakfast""]}",['breakfast']
8033,"{""categories"": [""dinner""]}",['dinner']
8041,"{""categories"": [""lunch""]}",['lunch']
8043,"{""categories"": [""dinner""]}",['dinner']
8045,"{""categories"": [""lunch""]}",['lunch']
8047,"{""categories"": [""dinner""]}",['dinner']
8048,"{""categories"": [""dinner""]}",['dinner']
8067,"{""categories"": [""breakfast""]}",['breakfast']
8072,"{""categories"": [""dinner""]}",['dinner']
8081,"{""categories"": [""lunch""]}",['lunch']
8088,"{""categories"": [""dinner""]}",['dinner']
8089,"{""categories"": [""dinner""]}",['dinner']
8091,"{""categories"": [""dinner""]}",['dinner']
8095,"{""categories"": [""dinner""]}",['dinner']
8101,"{""categories"": [""lunch""]}",['lunch']
8115,"{""categories"": [""dinner""]}",['dinner']
8122,"{""categories"": [""lunch""]}",['lunch']
8126,"{""categories"": [""dinner""]}",['dinner']
8132,"{""categories"": [""lunch""]}",['lunch']
8138,"{""categories"": [""dinner""]}",['dinner']
8139,"{""categories"": [""lunch""]}",['lunch']
8145,"{""categories"": [""dinner""]}",['dinner']
8148,"{""categories"": [""dinner""]}",['dinner']
8149,"{""categories"": [""dinner""]}",['dinner']
8151,"{""categories"": [""dinner""]}",['dinner']
8168,"{""categories"": [""dinner""]}",['dinner']
8173,"{""categories"": [""dinner""]}",['dinner']
8184,"{""categories"": [""dinner""]}",['dinner']
8186,"{""categories"": [""lunch""]}",['lunch']
8191,"{""categories"": [""dinner""]}",['dinner']
8192,"{""categories"": [""dinner""]}",['dinner']
8201,"{""categories"": [""lunch""]}",['lunch']
8203,"{""categories"": [""dinner""]}",['dinner']
8209,"{""categories"": [""lunch""]}",['lunch']
8213,"{""categories"": [""dinner""]}",['dinner']
8214,"{""categories"": [""lunch""]}",['lunch']
8216,"{""categories"": []}",[]
8221,"{""categories"": [""dinner""]}",['dinner']
8223,"{""categories"": [""breakfast""]}",['breakfast']
8225,"{""categories"": [""dinner""]}",['dinner']
8228,"{""categories"": [""dinner""]}",['dinner']
8235,"{""categories"": [""dinner""]}",['dinner']
8236,"{""categories"": []}",[]
8241,"{""categories"": [""lunch""]}",['lunch']
8249,"{""categories"": [""lunch""]}",['lunch']
8251,"{""categories"": [""lunch""]}",['lunch']
8255,"{""categories"": [""breakfast""]}",['breakfast']
8265,"{""categories"": [""breakfast""]}",['breakfast']
8268,"{""categories"": [""dinner""]}",['dinner']
8269,"{""categories"": [""lunch""]}",['lunch']
8281,"{""categories"": [""lunch""]}",['lunch']
8293,"{""categories"": [""lunch""]}",['lunch']
8295,"{""categories"": [""dinner""]}",['dinner']
8297,"{""categories"": [""lunch""]}",['lunch']
8301,"{""categories"": [""breakfast""]}",['breakfast']
8323,"{""categories"": [""dinner""]}",['dinner']
8328,"{""categories"": [""dinner""]}",['dinner']
8333,"{""categories"": [""lunch""]}",['lunch']
8350,"{""categories"": [""dinner""]}",['dinner']
8358,"{""categories"": [""lunch""]}",['lunch']
8363,"{""categories"": [""breakfast""]}",['breakfast']
8371,"{""categories"": []}",[]
8378,"{""categories"": [""dinner""]}",['dinner']
8379,"{""categories"": []}",[]
8383,"{""categories"": [""dinner""]}",['dinner']
8384,"{""categories"": []}",[]
8388,"{""categories"": []}",[]
8390,"{""categories"": []}",[]
8395,"{""categories"": [""dinner""]}",['dinner']
8398,"{""categories"": [""lunch""]}",['lunch']
8403,"{""categories"": [""dessert""]}",[]
8404,"{""categories"": [""dinner""]}",['dinner']
8408,"{""categories"": [""lunch""]}",['lunch']
8418,"{""categories"": [""lunch""]}",['lunch']
8422,"{""categories"": [""lunch""]}",['lunch']
8424,"{""categories"": [""dinner""]}",['dinner']
8430,"{""categories"": [""dinner""]}",['dinner']
8434,"{""categories"": [""breakfast""]}",['breakfast']
8437,"{""categories"": [""dinner""]}",['dinner']
8441,"{""categories"": [""dinner""]}",['dinner']
8445,"{""categories"": [""lunch""]}",['lunch']
8446,"{""categories"": [""dinner""]}",['dinner']
8457,"{""categories"": [""lunch""]}",['lunch']
8458,"{""categories"": [""breakfast""]}",['breakfast']
8459,"{""categories"": [""dinner""]}",['dinner']
8462,"{""categories"": [""lunch""]}",['lunch']
8465,"{""categories"": [""lunch""]}",['lunch']
8469,"{""categories"": [""dinner""]}",['dinner']
8476,"{""categories"": [""lunch""]}",['lunch']
8483,"{""categories"": [""lunch""]}",['lunch']
8484,"{""categories"": [""dinner""]}",['dinner']
8486,"{""categories"": []}",[]
8487,"{""categories"": [""dinner""]}",['dinner']
8488,"{""categories"": [""dinner""]}",['dinner']
8489,"{""categories"": []}",[]
8492,"{""categories"": [""dinner""]}",['dinner']
8493,"{""categories"": [""dinner""]}",['dinner']
8494,"{""categories"": [""dinner""]}",['dinner']
8496,"{""categories"": [""dinner""]}",['dinner']
8499,"{""categories"": [""lunch""]}",['lunch']
8501,"{""categories"": [""lunch""]}",['lunch']
8503,"{""categories"": [""dinner""]}",['dinner']
8507,"{""categories"": [""dinner""]}",['dinner']
8509,"{""categories"": [""dinner""]}",['dinner']
8516,"{""categories"": [""dinner""]}",['dinner']
8526,"{""categories"": [""dinner""]}",['dinner']
8532,"{""categories"": [""dinner""]}",['dinner']
8533,"{""categories"": [""dinner""]}",['dinner']
8536,"{""categories"": [""dinner""]}",['dinner']
8537,"{""categories"": [""dinner""]}",['dinner']
8539,"{""categories"": [""dinner""]}",['dinner']
8541,"{""categories"": [""dinner""]}",['dinner']
8546,"{""categories"": [""dinner""]}",['dinner']
8547,"{""categories"": [""dinner""]}",['dinner']
8549,"{""categories"": [""dinner""]}",['dinner']
8551,"{""categories"": [""dinner""]}",['dinner']
8554,"{""categories"": [""dinner""]}",['dinner']
8557,"{""categories"": [""dinner""]}",['dinner']
8559,"{""categories"": [""dinner""]}",['dinner']
8560,"{""categories"": [""dinner""]}",['dinner']
8564,"{""categories"": [""dinner""]}",['dinner']
8565,"{""categories"": [""lunch""]}",['lunch']
8577,"{""categories"": [""dinner""]}",['dinner']
8580,"{""categories"": [""dinner""]}",['dinner']
8584,"{""categories"": [""lunch""]}",['lunch']
8588,"{""categories"": [""dinner""]}",['dinner']
8592,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8597,"{""categories"": [""dinner""]}",['dinner']
8598,"{""categories"": [""dinner""]}",['dinner']
8599,"{""categories"": [""dinner""]}",['dinner']
8600,"{""categories"": [""lunch""]}",['lunch']
8606,"{""categories"": [""dinner""]}",['dinner']
8608,"{""categories"": [""dinner""]}",['dinner']
8611,"{""categories"": [""dinner""]}",['dinner']
8613,"{""categories"": [""dinner""]}",['dinner']
8619,"{""categories"": [""dinner""]}",['dinner']
8620,"{""categories"": [""dinner""]}",['dinner']
8621,"{""categories"": [""dinner""]}",['dinner']
8624,"{""categories"": [""dinner""]}",['dinner']
8626,"{""categories"": [""dinner""]}",['dinner']
8627,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8628,"{""categories"": [""dinner""]}",['dinner']
8633,"{""categories"": [""dinner""]}",['dinner']
8635,"{""categories"": [""dinner""]}",['dinner']
8639,"{""categories"": [""dinner""]}",['dinner']
8640,"{""categories"": [""dinner""]}",['dinner']
8642,"{""categories"": [""dinner""]}",['dinner']
8647,"{""categories"": [""dinner""]}",['dinner']
8650,"{""categories"": [""dinner""]}",['dinner']
8652,"{""categories"": [""dinner""]}",['dinner']
8653,"{""categories"": [""dinner""]}",['dinner']
8654,"{""categories"": [""dinner""]}",['dinner']
8655,"{""categories"": [""dinner""]}",['dinner']
8658,"{""categories"": [""dinner""]}",['dinner']
8659,"{""categories"": [""lunch""]}",['lunch']
8665,"{""categories"": [""dinner""]}",['dinner']
8667,"{""categories"": [""dinner""]}",['dinner']
8669,"{""categories"": [""dinner""]}",['dinner']
8673,"{""categories"": [""dinner""]}",['dinner']
8674,"{""categories"": [""lunch""]}",['lunch']
8676,"{""categories"": [""dinner""]}",['dinner']
8678,"{""categories"": [""dinner""]}",['dinner']
8683,"{""categories"": [""dinner""]}",['dinner']
8687,"{""categories"": [""dinner""]}",['dinner']
8688,"{""categories"": [""lunch""]}",['lunch']
8689,"{""categories"": [""dinner""]}",['dinner']
8693,"{""categories"": [""dinner""]}",['dinner']
8694,"{""categories"": [""dinner""]}",['dinner']
8696,"{""categories"": [""dinner""]}",['dinner']
8698,"{""categories"": [""dinner""]}",['dinner']
8699,"{""categories"": [""dinner""]}",['dinner']
8700,"{""categories"": [""dinner""]}",['dinner']
8708,"{""categories"": [""dinner""]}",['dinner']
8710,"{""categories"": [""dinner""]}",['dinner']
8712,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8714,"{""categories"": [""dinner""]}",['dinner']
8720,"{""categories"": [""dinner""]}",['dinner']
8723,"{""categories"": [""dinner""]}",['dinner']
8724,"{""categories"": [""dinner""]}",['dinner']
8727,"{""categories"": [""dinner""]}",['dinner']
8730,"{""categories"": [""dinner""]}",['dinner']
8734,"{""categories"": [""dinner""]}",['dinner']
8740,"{""categories"": [""dinner""]}",['dinner']
8742,"{""categories"": [""dinner""]}",['dinner']
8744,"{""categories"": [""dinner""]}",['dinner']
8745,"{""categories"": [""lunch""]}",['lunch']
8755,"{""categories"": [""dinner""]}",['dinner']
8757,"{""categories"": [""dinner""]}",['dinner']
8758,"{""categories"": [""dinner""]}",['dinner']
8761,"{""categories"": [""dinner""]}",['dinner']
8767,"{""categories"": [""lunch""]}",['lunch']
8768,"{""categories"": [""dinner""]}",['dinner']
8769,"{""categories"": [""dinner""]}",['dinner']
8774,"{""categories"": [""dinner""]}",['dinner']
8776,"{""categories"": [""dinner""]}",['dinner']
8777,"{""categories"": [""dinner""]}",['dinner']
8781,"{""categories"": [""dinner""]}",['dinner']
8798,"{""categories"": [""dinner""]}",['dinner']
8805,"{""categories"": [""dinner""]}",['dinner']
8806,"{""categories"": [""dinner""]}",['dinner']
8811,"{""categories"": [""dinner""]}",['dinner']
8814,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8817,"{""categories"": [""dinner""]}",['dinner']
8819,"{""categories"": [""dinner""]}",['dinner']
8820,"{""categories"": [""dinner""]}",['dinner']
8823,"{""categories"": [""dinner""]}",['dinner']
8834,"{""categories"": [""dinner""]}",['dinner']
8839,"{""categories"": [""dinner""]}",['dinner']
8840,"{""categories"": [""dinner""]}",['dinner']
8842,"{""categories"": [""dinner""]}",['dinner']
8844,"{""categories"": [""dinner""]}",['dinner']
8845,"{""categories"": [""dinner""]}",['dinner']
8847,"{""categories"": [""dinner""]}",['dinner']
8849,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8853,"{""categories"": [""dinner""]}",['dinner']
8854,"{""categories"": [""dinner""]}",['dinner']
8856,"{""categories"": [""dinner""]}",['dinner']
8858,"{""categories"": [""dinner""]}",['dinner']
8860,"{""categories"": [""lunch""]}",['lunch']
8865,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8867,"{""categories"": [""dinner""]}",['dinner']
8873,"{""categories"": [""dinner""]}",['dinner']
8876,"{""categories"": [""dinner""]}",['dinner']
8878,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
8880,"{""categories"": [""dinner""]}",['dinner']
8881,"{""categories"": [""dinner""]}",['dinner']
8887,"{""categories"": [""dinner""]}",['dinner']
8888,"{""categories"": [""dinner""]}",['dinner']
8889,"{""categories"": [""dinner""]}",['dinner']
8891,"{""categories"": [""dinner""]}",['dinner']
8895,"{""categories"": [""dinner""]}",['dinner']
8896,"{""categories"": [""dinner""]}",['dinner']
8898,"{""categories"": [""dinner""]}",['dinner']
8915,"{""categories"": [""dinner""]}",['dinner']
8919,"{""categories"": [""dinner""]}",['dinner']
8922,"{""categories"": [""dinner""]}",['dinner']
8932,"{""categories"": [""lunch""]}",['lunch']
8933,"{""categories"": [""dinner""]}",['dinner']
8934,"{""categories"": [""dinner""]}",['dinner']
8937,"{""categories"": [""dinner""]}",['dinner']
8938,"{""categories"": [""dinner""]}",['dinner']
8939,"{""categories"": [""dinner""]}",['dinner']
8941,"{""categories"": [""dinner""]}",['dinner']
8942,"{""categories"": [""lunch""]}",['lunch']
8947,"{""categories"": [""dinner""]}",['dinner']
8949,"{""categories"": [""dinner""]}",['dinner']
8950,"{""categories"": [""dinner""]}",['dinner']
8951,"{""categories"": [""dinner""]}",['dinner']
8956,"{""categories"": [""dinner""]}",['dinner']
8963,"{""categories"": [""dinner""]}",['dinner']
8965,"{""categories"": [""dinner""]}",['dinner']
8974,"{""categories"": [""dinner""]}",['dinner']
8975,"{""categories"": [""dinner""]}",['dinner']
8976,"{""categories"": [""dinner""]}",['dinner']
8978,"{""categories"": [""dinner""]}",['dinner']
8979,"{""categories"": [""dinner""]}",['dinner']
8991,"{""categories"": [""dinner""]}",['dinner']
8992,"{""categories"": [""dinner""]}",['dinner']
8994,"{""categories"": [""lunch""]}",['lunch']
8997,"{""categories"": [""dinner""]}",['dinner']
9000,"{""categories"": [""dinner""]}",['dinner']
9002,"{""categories"": [""dinner""]}",['dinner']
9005,"{""categories"": [""dinner""]}",['dinner']
9010,"{""categories"": [""dinner""]}",['dinner']
9019,"{""categories"": [""dinner""]}",['dinner']
9020,"{""categories"": [""dinner""]}",['dinner']
9024,"{""categories"": [""dinner""]}",['dinner']
9025,"{""categories"": [""dinner""]}",['dinner']
9027,"{""categories"": [""dinner""]}",['dinner']
9029,"{""categories"": [""dinner""]}",['dinner']
9034,"{""categories"": [""dinner""]}",['dinner']
9037,"{""categories"": [""dinner""]}",['dinner']
9039,"{""categories"": [""dinner""]}",['dinner']
9057,"{""categories"": [""dinner""]}",['dinner']
9058,"{""categories"": [""dinner""]}",['dinner']
9064,"{""categories"": [""dinner""]}",['dinner']
9069,"{""categories"": [""dinner""]}",['dinner']
9079,"{""categories"": [""lunch""]}",['lunch']
9090,"{""categories"": [""dinner""]}",['dinner']
9092,"{""categories"": [""dessert""]}",[]
9111,"{""categories"": []}",[]
9132,"{""categories"": [""lunch""]}",['lunch']
9158,"{""categories"": []}",[]
9184,"{""categories"": [""dinner""]}",['dinner']
9188,"{""categories"": [""dinner""]}",['dinner']
9191,"{""categories"": [""dinner""]}",['dinner']
9202,"{""categories"": [""breakfast""]}",['breakfast']
9208,"{""categories"": [""dinner""]}",['dinner']
9218,"{""categories"": [""lunch""]}",['lunch']
9231,"{""categories"": [""dinner""]}",['dinner']
9246,"{""categories"": [""breakfast""]}",['breakfast']
9247,"{""categories"": [""breakfast""]}",['breakfast']
9249,"{""categories"": [""dinner""]}",['dinner']
9250,"{""categories"": [""lunch""]}",['lunch']
9251,"{""categories"": [""dinner""]}",['dinner']
9253,"{""categories"": [""dinner""]}",['dinner']
9263,"{""categories"": [""dinner""]}",['dinner']
9265,"{""categories"": [""dinner""]}",['dinner']
9311,"{""categories"": [""breakfast""]}",['breakfast']
9316,"{""categories"": [""lunch""]}",['lunch']
9320,"{""categories"": []}",[]
9324,"{""categories"": [""dinner""]}",['dinner']
9327,"{""categories"": [""breakfast""]}",['breakfast']
9329,"{""categories"": [""lunch""]}",['lunch']
9330,"{""categories"": [""breakfast""]}",['breakfast']
9331,"{""categories"": [""breakfast""]}",['breakfast']
9336,"{""categories"": [""dinner""]}",['dinner']
9345,"{""categories"": [""breakfast""]}",['breakfast']
9353,"{""categories"": [""lunch""]}",['lunch']
9360,"{""categories"": [""breakfast""]}",['breakfast']
9362,"{""categories"": [""lunch""]}",['lunch']
9368,"{""categories"": [""dessert""]}",[]
9369,"{""categories"": [""dinner""]}",['dinner']
9375,"{""categories"": [""lunch""]}",['lunch']
9376,"{""categories"": []}",[]
9377,"{""categories"": [""dinner""]}",['dinner']
9387,"{""categories"": []}",[]
9405,"{""categories"": [""dinner""]}",['dinner']
9408,"{""categories"": [""dinner""]}",['dinner']
9415,"{""categories"": [""breakfast""]}",['breakfast']
9420,"{""categories"": []}",[]
9432,"{""categories"": [""dinner""]}",['dinner']
9436,"{""categories"": [""dinner""]}",['dinner']
9438,"{""categories"": [""breakfast""]}",['breakfast']
9441,"{""categories"": [""breakfast""]}",['breakfast']
9442,"{""categories"": []}",[]
9451,"{""categories"": [""lunch""]}",['lunch']
9454,"{""categories"": [""dinner""]}",['dinner']
9456,"{""categories"": [""lunch""]}",['lunch']
9462,"{""categories"": [""lunch""]}",['lunch']
9471,"{""categories"": [""lunch""]}",['lunch']
9476,"{""categories"": [""dinner""]}",['dinner']
9482,"{""categories"": [""lunch"", ""dinner""]}","['lunch', 'dinner']"
9492,"{""categories"": []}",[]
9494,"{""categories"": [""dinner""]}",['dinner']
9498,"{""categories"": [""lunch""]}",['lunch']
9508,"{""categories"": [""dinner""]}",['dinner']
9509,"{""categories"": [""lunch""]}",['lunch']
9516,"{""categories"": [""lunch""]}",['lunch']
9519,"{""categories"": [""lunch""]}",['lunch']
9520,"{""categories"": [""breakfast""]}",['breakfast']
9532,"{""categories"": [""dinner""]}",['dinner']
9538,"{""categories"": []}",[]
9540,"{""categories"": [""breakfast""]}",['breakfast']
9546,"{""categories"": [""breakfast""]}",['breakfast']
9549,"{""categories"": [""dinner""]}",['dinner']
9554,"{""categories"": [""dinner""]}",['dinner']
9564,"{""categories"": [""breakfast""]}",['breakfast']
9566,"{""categories"": [""dinner""]}",['dinner']
9569,"{""categories"": [""breakfast""]}",['breakfast']
9571,"{""categories"": [""breakfast""]}",['breakfast']
9583,"{""categories"": [""lunch""]}",['lunch']
9584,"{""categories"": [""lunch""]}",['lunch']
9589,"{""categories"": [""breakfast""]}",['breakfast']
9590,"{""categories"": [""breakfast""]}",['breakfast']
9591,"{""categories"": [""snack""]}",[]
9598,"{""categories"": [""dinner""]}",['dinner']
9600,"{""categories"": [""lunch""]}",['lunch']
9603,"{""categories"": [""breakfast""]}",['breakfast']
9605,"{""categories"": [""lunch""]}",['lunch']
9606,"{""categories"": [""lunch""]}",['lunch']
9607,"{""categories"": [""breakfast""]}",['breakfast']
9617,"{""categories"": [""breakfast""]}",['breakfast']
9618,"{""categories"": [""breakfast""]}",['breakfast']
9623,"{""categories"": [""lunch""]}",['lunch']
9632,"{""categories"": [""breakfast""]}",['breakfast']
9648,"{""categories"": [""breakfast""]}",['breakfast']
9655,"{""categories"": [""lunch""]}",['lunch']
9656,"{""categories"": [""dinner""]}",['dinner']
9657,"{""categories"": [""lunch""]}",['lunch']
9659,"{""categories"": [""lunch""]}",['lunch']
9661,"{""categories"": [""lunch""]}",['lunch']
9666,"{""categories"": [""lunch""]}",['lunch']
9673,"{""categories"": [""breakfast""]}",['breakfast']
9684,"{""categories"": [""breakfast""]}",['breakfast']
9687,"{""categories"": [""breakfast""]}",['breakfast']
9699,"{""categories"": [""lunch""]}",['lunch']
9735,"{""categories"": [""breakfast""]}",['breakfast']
9745,"{""categories"": [""breakfast""]}",['breakfast']
9763,"{""categories"": [""lunch""]}",['lunch']
9764,"{""categories"": [""lunch""]}",['lunch']
9772,"{""categories"": [""breakfast""]}",['breakfast']
9773,"{""categories"": [""breakfast""]}",['breakfast']
9793,"{""categories"": [""breakfast""]}",['breakfast']
9796,"{""categories"": [""breakfast""]}",['breakfast']
9804,"{""categories"": [""lunch""]}",['lunch']
